"Step","AK-Transformer-e=64-h=2-ff=128-D=0.1-Dense=128 - epoch/loss","AK-Transformer-e=64-h=2-ff=128-D=0.1-Dense=128 - epoch/loss__MIN","AK-Transformer-e=64-h=2-ff=128-D=0.1-Dense=128 - epoch/loss__MAX","AK-Transformer-e=64-h=2-ff=128-D=0.1-Dense=128 - epoch/val_loss","AK-Transformer-e=64-h=2-ff=128-D=0.1-Dense=128 - epoch/val_loss__MIN","AK-Transformer-e=64-h=2-ff=128-D=0.1-Dense=128 - epoch/val_loss__MAX","AK-GRU512-LR-Dense256-gelu-fs=36-cls=5 - epoch/loss","AK-GRU512-LR-Dense256-gelu-fs=36-cls=5 - epoch/loss__MIN","AK-GRU512-LR-Dense256-gelu-fs=36-cls=5 - epoch/loss__MAX","AK-GRU512-LR-Dense256-gelu-fs=36-cls=5 - epoch/val_loss","AK-GRU512-LR-Dense256-gelu-fs=36-cls=5 - epoch/val_loss__MIN","AK-GRU512-LR-Dense256-gelu-fs=36-cls=5 - epoch/val_loss__MAX","AK-BGRU16-LR-Dense256-gelu-fs=36-cls=5 - epoch/loss","AK-BGRU16-LR-Dense256-gelu-fs=36-cls=5 - epoch/loss__MIN","AK-BGRU16-LR-Dense256-gelu-fs=36-cls=5 - epoch/loss__MAX","AK-BGRU16-LR-Dense256-gelu-fs=36-cls=5 - epoch/val_loss","AK-BGRU16-LR-Dense256-gelu-fs=36-cls=5 - epoch/val_loss__MIN","AK-BGRU16-LR-Dense256-gelu-fs=36-cls=5 - epoch/val_loss__MAX","AK-LSTM64-LR-Dense256-fs=36-cls=5 - epoch/loss","AK-LSTM64-LR-Dense256-fs=36-cls=5 - epoch/loss__MIN","AK-LSTM64-LR-Dense256-fs=36-cls=5 - epoch/loss__MAX","AK-LSTM64-LR-Dense256-fs=36-cls=5 - epoch/val_loss","AK-LSTM64-LR-Dense256-fs=36-cls=5 - epoch/val_loss__MIN","AK-LSTM64-LR-Dense256-fs=36-cls=5 - epoch/val_loss__MAX","AK-BLSTM16-LR-Dense256-gelu-cls=3 - epoch/loss","AK-BLSTM16-LR-Dense256-gelu-cls=3 - epoch/loss__MIN","AK-BLSTM16-LR-Dense256-gelu-cls=3 - epoch/loss__MAX","AK-BLSTM16-LR-Dense256-gelu-cls=3 - epoch/val_loss","AK-BLSTM16-LR-Dense256-gelu-cls=3 - epoch/val_loss__MIN","AK-BLSTM16-LR-Dense256-gelu-cls=3 - epoch/val_loss__MAX"
"10","1.0222707986831665","1.0222707986831665","1.0222707986831665","0.9545717835426331","0.9545717835426331","0.9545717835426331","1.0986907482147217","1.0986907482147217","1.0986907482147217","1.0609616041183472","1.0609616041183472","1.0609616041183472","0.9029186367988586","0.9029186367988586","0.9029186367988586","0.8727387189865112","0.8727387189865112","0.8727387189865112","1.1060525178909302","1.1060525178909302","1.1060525178909302","1.0822290182113647","1.0822290182113647","1.0822290182113647","0.952646017074585","0.952646017074585","0.952646017074585","0.9606672525405884","0.9606672525405884","0.9606672525405884"
"11","0.9813506603240967","0.9813506603240967","0.9813506603240967","0.9590772986412048","0.9590772986412048","0.9590772986412048","1.0576319694519043","1.0576319694519043","1.0576319694519043","0.9547650218009949","0.9547650218009949","0.9547650218009949","0.894376814365387","0.894376814365387","0.894376814365387","0.8743045926094055","0.8743045926094055","0.8743045926094055","1.0866981744766235","1.0866981744766235","1.0866981744766235","0.9922997355461121","0.9922997355461121","0.9922997355461121","0.9574547410011292","0.9574547410011292","0.9574547410011292","0.8983620405197144","0.8983620405197144","0.8983620405197144"
"12","0.9746139645576477","0.9746139645576477","0.9746139645576477","0.943433940410614","0.943433940410614","0.943433940410614","1.0946459770202637","1.0946459770202637","1.0946459770202637","0.9905363321304321","0.9905363321304321","0.9905363321304321","0.8325046300888062","0.8325046300888062","0.8325046300888062","0.8545960783958435","0.8545960783958435","0.8545960783958435","1.0292733907699585","1.0292733907699585","1.0292733907699585","1.0491421222686768","1.0491421222686768","1.0491421222686768","0.8975483775138855","0.8975483775138855","0.8975483775138855","0.880984902381897","0.880984902381897","0.880984902381897"
"13","0.9319313168525696","0.9319313168525696","0.9319313168525696","0.9049273729324341","0.9049273729324341","0.9049273729324341","1.0567156076431274","1.0567156076431274","1.0567156076431274","1.0260610580444336","1.0260610580444336","1.0260610580444336","0.8220463395118713","0.8220463395118713","0.8220463395118713","0.8430888652801514","0.8430888652801514","0.8430888652801514","1.0571987628936768","1.0571987628936768","1.0571987628936768","1.0031707286834717","1.0031707286834717","1.0031707286834717","0.8809571266174316","0.8809571266174316","0.8809571266174316","0.8723065853118896","0.8723065853118896","0.8723065853118896"
"14","0.9227941036224365","0.9227941036224365","0.9227941036224365","0.88897305727005","0.88897305727005","0.88897305727005","1.0077072381973267","1.0077072381973267","1.0077072381973267","1.025924563407898","1.025924563407898","1.025924563407898","0.8264157772064209","0.8264157772064209","0.8264157772064209","0.8730718493461609","0.8730718493461609","0.8730718493461609","1.0315057039260864","1.0315057039260864","1.0315057039260864","0.9501850008964539","0.9501850008964539","0.9501850008964539","0.842638373374939","0.842638373374939","0.842638373374939","0.909057080745697","0.909057080745697","0.909057080745697"
"15","0.8819078803062439","0.8819078803062439","0.8819078803062439","0.8716779947280884","0.8716779947280884","0.8716779947280884","0.9406959414482117","0.9406959414482117","0.9406959414482117","0.8898854851722717","0.8898854851722717","0.8898854851722717","0.7757341265678406","0.7757341265678406","0.7757341265678406","0.8106112480163574","0.8106112480163574","0.8106112480163574","0.9924100637435913","0.9924100637435913","0.9924100637435913","1.1179274320602417","1.1179274320602417","1.1179274320602417","0.8392906785011292","0.8392906785011292","0.8392906785011292","0.8807129859924316","0.8807129859924316","0.8807129859924316"
"16","0.8225659132003784","0.8225659132003784","0.8225659132003784","0.783338189125061","0.783338189125061","0.783338189125061","0.9747873544692993","0.9747873544692993","0.9747873544692993","0.8762218952178955","0.8762218952178955","0.8762218952178955","0.76282799243927","0.76282799243927","0.76282799243927","0.7919611930847168","0.7919611930847168","0.7919611930847168","0.9681314826011658","0.9681314826011658","0.9681314826011658","0.9865521192550659","0.9865521192550659","0.9865521192550659","0.822064220905304","0.822064220905304","0.822064220905304","0.8442612290382385","0.8442612290382385","0.8442612290382385"
"17","0.790586531162262","0.790586531162262","0.790586531162262","0.7256837487220764","0.7256837487220764","0.7256837487220764","0.9189445972442627","0.9189445972442627","0.9189445972442627","0.8838887214660645","0.8838887214660645","0.8838887214660645","0.7563345432281494","0.7563345432281494","0.7563345432281494","0.8379085659980774","0.8379085659980774","0.8379085659980774","0.9607709646224976","0.9607709646224976","0.9607709646224976","0.8661550283432007","0.8661550283432007","0.8661550283432007","0.8049850463867188","0.8049850463867188","0.8049850463867188","0.8945881724357605","0.8945881724357605","0.8945881724357605"
"18","0.7778473496437073","0.7778473496437073","0.7778473496437073","0.7589200735092163","0.7589200735092163","0.7589200735092163","0.8766900897026062","0.8766900897026062","0.8766900897026062","0.8056883811950684","0.8056883811950684","0.8056883811950684","0.7158464789390564","0.7158464789390564","0.7158464789390564","0.7943509817123413","0.7943509817123413","0.7943509817123413","0.9317914843559265","0.9317914843559265","0.9317914843559265","0.8977391719818115","0.8977391719818115","0.8977391719818115","0.7980071902275085","0.7980071902275085","0.7980071902275085","0.8889472484588623","0.8889472484588623","0.8889472484588623"
"19","0.7761093974113464","0.7761093974113464","0.7761093974113464","0.7011047601699829","0.7011047601699829","0.7011047601699829","0.867942214012146","0.867942214012146","0.867942214012146","0.8056718707084656","0.8056718707084656","0.8056718707084656","0.7229707837104797","0.7229707837104797","0.7229707837104797","0.8077545762062073","0.8077545762062073","0.8077545762062073","0.9041386246681213","0.9041386246681213","0.9041386246681213","0.8618127703666687","0.8618127703666687","0.8618127703666687","0.7575629949569702","0.7575629949569702","0.7575629949569702","0.7923614978790283","0.7923614978790283","0.7923614978790283"
"20","0.7265592217445374","0.7265592217445374","0.7265592217445374","0.669973611831665","0.669973611831665","0.669973611831665","0.8385545611381531","0.8385545611381531","0.8385545611381531","0.8922739624977112","0.8922739624977112","0.8922739624977112","0.7048084139823914","0.7048084139823914","0.7048084139823914","0.7994365096092224","0.7994365096092224","0.7994365096092224","0.9059433937072754","0.9059433937072754","0.9059433937072754","0.9373149275779724","0.9373149275779724","0.9373149275779724","0.7476210594177246","0.7476210594177246","0.7476210594177246","0.8112969398498535","0.8112969398498535","0.8112969398498535"
"21","0.7246482372283936","0.7246482372283936","0.7246482372283936","0.6721879839897156","0.6721879839897156","0.6721879839897156","0.8378384113311768","0.8378384113311768","0.8378384113311768","0.7911015152931213","0.7911015152931213","0.7911015152931213","0.6905369758605957","0.6905369758605957","0.6905369758605957","0.7814018130302429","0.7814018130302429","0.7814018130302429","0.9066246747970581","0.9066246747970581","0.9066246747970581","0.8674095869064331","0.8674095869064331","0.8674095869064331","0.7474344372749329","0.7474344372749329","0.7474344372749329","0.8174940347671509","0.8174940347671509","0.8174940347671509"
"22","0.6747789978981018","0.6747789978981018","0.6747789978981018","0.6252868175506592","0.6252868175506592","0.6252868175506592","0.8166819214820862","0.8166819214820862","0.8166819214820862","0.8042779564857483","0.8042779564857483","0.8042779564857483","0.6691407561302185","0.6691407561302185","0.6691407561302185","0.8161288499832153","0.8161288499832153","0.8161288499832153","0.8702123761177063","0.8702123761177063","0.8702123761177063","0.9237139821052551","0.9237139821052551","0.9237139821052551","0.7264577746391296","0.7264577746391296","0.7264577746391296","0.735642671585083","0.735642671585083","0.735642671585083"
"23","0.6368457674980164","0.6368457674980164","0.6368457674980164","0.6609814167022705","0.6609814167022705","0.6609814167022705","0.8116795420646667","0.8116795420646667","0.8116795420646667","0.7597993612289429","0.7597993612289429","0.7597993612289429","0.6534011960029602","0.6534011960029602","0.6534011960029602","0.8197197914123535","0.8197197914123535","0.8197197914123535","0.8527962565422058","0.8527962565422058","0.8527962565422058","0.8934423923492432","0.8934423923492432","0.8934423923492432","0.7147157192230225","0.7147157192230225","0.7147157192230225","0.7813735008239746","0.7813735008239746","0.7813735008239746"
"24","0.6730843186378479","0.6730843186378479","0.6730843186378479","0.6446826457977295","0.6446826457977295","0.6446826457977295","0.7905787825584412","0.7905787825584412","0.7905787825584412","0.7560375332832336","0.7560375332832336","0.7560375332832336","0.6545728445053101","0.6545728445053101","0.6545728445053101","0.7439907193183899","0.7439907193183899","0.7439907193183899","0.8630384206771851","0.8630384206771851","0.8630384206771851","0.8281030058860779","0.8281030058860779","0.8281030058860779","0.6846896409988403","0.6846896409988403","0.6846896409988403","0.7641209363937378","0.7641209363937378","0.7641209363937378"
"25","0.62946617603302","0.62946617603302","0.62946617603302","0.6380392909049988","0.6380392909049988","0.6380392909049988","0.7864407300949097","0.7864407300949097","0.7864407300949097","0.7948141694068909","0.7948141694068909","0.7948141694068909","0.6570870280265808","0.6570870280265808","0.6570870280265808","0.7331671714782715","0.7331671714782715","0.7331671714782715","0.8781587481498718","0.8781587481498718","0.8781587481498718","0.8834721446037292","0.8834721446037292","0.8834721446037292","0.6849634647369385","0.6849634647369385","0.6849634647369385","0.823819100856781","0.823819100856781","0.823819100856781"
"26","0.6175183653831482","0.6175183653831482","0.6175183653831482","0.6651395559310913","0.6651395559310913","0.6651395559310913","0.7958441376686096","0.7958441376686096","0.7958441376686096","0.8540924787521362","0.8540924787521362","0.8540924787521362","0.6205945611000061","0.6205945611000061","0.6205945611000061","0.7958509922027588","0.7958509922027588","0.7958509922027588","0.8885006904602051","0.8885006904602051","0.8885006904602051","0.8437172174453735","0.8437172174453735","0.8437172174453735","0.6610075235366821","0.6610075235366821","0.6610075235366821","0.7579286694526672","0.7579286694526672","0.7579286694526672"
"27","0.6070696115493774","0.6070696115493774","0.6070696115493774","0.6042441129684448","0.6042441129684448","0.6042441129684448","0.773405909538269","0.773405909538269","0.773405909538269","0.8774032592773438","0.8774032592773438","0.8774032592773438","0.6320734024047852","0.6320734024047852","0.6320734024047852","0.7055709362030029","0.7055709362030029","0.7055709362030029","0.8666156530380249","0.8666156530380249","0.8666156530380249","0.8027135729789734","0.8027135729789734","0.8027135729789734","0.6576767563819885","0.6576767563819885","0.6576767563819885","0.8049947619438171","0.8049947619438171","0.8049947619438171"
"28","0.6177034974098206","0.6177034974098206","0.6177034974098206","0.60687655210495","0.60687655210495","0.60687655210495","0.7774101495742798","0.7774101495742798","0.7774101495742798","0.7784757018089294","0.7784757018089294","0.7784757018089294","0.6140645146369934","0.6140645146369934","0.6140645146369934","0.7182393074035645","0.7182393074035645","0.7182393074035645","0.8370814323425293","0.8370814323425293","0.8370814323425293","0.7982765436172485","0.7982765436172485","0.7982765436172485","0.6669114828109741","0.6669114828109741","0.6669114828109741","0.7379025220870972","0.7379025220870972","0.7379025220870972"
"29","0.5941129922866821","0.5941129922866821","0.5941129922866821","0.6434870362281799","0.6434870362281799","0.6434870362281799","0.7292453050613403","0.7292453050613403","0.7292453050613403","0.7165802121162415","0.7165802121162415","0.7165802121162415","0.6141971349716187","0.6141971349716187","0.6141971349716187","0.7359275817871094","0.7359275817871094","0.7359275817871094","0.8495304584503174","0.8495304584503174","0.8495304584503174","0.8730052709579468","0.8730052709579468","0.8730052709579468","0.6586509943008423","0.6586509943008423","0.6586509943008423","0.7771356105804443","0.7771356105804443","0.7771356105804443"
"30","0.5875586271286011","0.5875586271286011","0.5875586271286011","0.5945888757705688","0.5945888757705688","0.5945888757705688","0.7219050526618958","0.7219050526618958","0.7219050526618958","0.7330191135406494","0.7330191135406494","0.7330191135406494","0.5954347848892212","0.5954347848892212","0.5954347848892212","0.7229458093643188","0.7229458093643188","0.7229458093643188","0.8349177837371826","0.8349177837371826","0.8349177837371826","0.7839428782463074","0.7839428782463074","0.7839428782463074","0.6539644598960876","0.6539644598960876","0.6539644598960876","0.7553357481956482","0.7553357481956482","0.7553357481956482"
"31","0.5274366140365601","0.5274366140365601","0.5274366140365601","0.5965147018432617","0.5965147018432617","0.5965147018432617","0.7063599228858948","0.7063599228858948","0.7063599228858948","0.6859435439109802","0.6859435439109802","0.6859435439109802","0.5811513066291809","0.5811513066291809","0.5811513066291809","0.6642780900001526","0.6642780900001526","0.6642780900001526","0.8213452100753784","0.8213452100753784","0.8213452100753784","0.862876832485199","0.862876832485199","0.862876832485199","0.6318957209587097","0.6318957209587097","0.6318957209587097","0.7395201325416565","0.7395201325416565","0.7395201325416565"
"32","0.5356253981590271","0.5356253981590271","0.5356253981590271","0.6198782324790955","0.6198782324790955","0.6198782324790955","0.687092125415802","0.687092125415802","0.687092125415802","0.6769174337387085","0.6769174337387085","0.6769174337387085","0.5615899562835693","0.5615899562835693","0.5615899562835693","0.7027574777603149","0.7027574777603149","0.7027574777603149","0.8518241047859192","0.8518241047859192","0.8518241047859192","0.8055173754692078","0.8055173754692078","0.8055173754692078","0.6211755275726318","0.6211755275726318","0.6211755275726318","0.7401005625724792","0.7401005625724792","0.7401005625724792"
"33","0.5112063884735107","0.5112063884735107","0.5112063884735107","0.6030163764953613","0.6030163764953613","0.6030163764953613","0.6863598823547363","0.6863598823547363","0.6863598823547363","0.7067325115203857","0.7067325115203857","0.7067325115203857","0.5887590050697327","0.5887590050697327","0.5887590050697327","0.727427065372467","0.727427065372467","0.727427065372467","0.7684690952301025","0.7684690952301025","0.7684690952301025","0.8190438151359558","0.8190438151359558","0.8190438151359558","0.6015721559524536","0.6015721559524536","0.6015721559524536","0.687472403049469","0.687472403049469","0.687472403049469"
"34","0.516903817653656","0.516903817653656","0.516903817653656","0.6328599452972412","0.6328599452972412","0.6328599452972412","0.6487018465995789","0.6487018465995789","0.6487018465995789","0.6812615394592285","0.6812615394592285","0.6812615394592285","0.558032751083374","0.558032751083374","0.558032751083374","0.6656414270401001","0.6656414270401001","0.6656414270401001","0.7629702091217041","0.7629702091217041","0.7629702091217041","0.7945596575737","0.7945596575737","0.7945596575737","0.6002134084701538","0.6002134084701538","0.6002134084701538","0.7167616486549377","0.7167616486549377","0.7167616486549377"
"35","0.5515416264533997","0.5515416264533997","0.5515416264533997","0.5375775694847107","0.5375775694847107","0.5375775694847107","0.6819269061088562","0.6819269061088562","0.6819269061088562","0.7053293585777283","0.7053293585777283","0.7053293585777283","0.5659516453742981","0.5659516453742981","0.5659516453742981","0.6454319953918457","0.6454319953918457","0.6454319953918457","0.7841038703918457","0.7841038703918457","0.7841038703918457","0.7892237305641174","0.7892237305641174","0.7892237305641174","0.5913090109825134","0.5913090109825134","0.5913090109825134","0.723602831363678","0.723602831363678","0.723602831363678"
"36","0.5239574313163757","0.5239574313163757","0.5239574313163757","0.5376912951469421","0.5376912951469421","0.5376912951469421","0.625008225440979","0.625008225440979","0.625008225440979","0.6292171478271484","0.6292171478271484","0.6292171478271484","0.5564383864402771","0.5564383864402771","0.5564383864402771","0.714026927947998","0.714026927947998","0.714026927947998","0.7677153944969177","0.7677153944969177","0.7677153944969177","0.8318968415260315","0.8318968415260315","0.8318968415260315","0.5689564347267151","0.5689564347267151","0.5689564347267151","0.7537246942520142","0.7537246942520142","0.7537246942520142"
"37","0.511132001876831","0.511132001876831","0.511132001876831","0.5586596131324768","0.5586596131324768","0.5586596131324768","0.6377712488174438","0.6377712488174438","0.6377712488174438","0.6806575059890747","0.6806575059890747","0.6806575059890747","0.5288807153701782","0.5288807153701782","0.5288807153701782","0.7154356241226196","0.7154356241226196","0.7154356241226196","0.742328941822052","0.742328941822052","0.742328941822052","0.7429659962654114","0.7429659962654114","0.7429659962654114","0.550826907157898","0.550826907157898","0.550826907157898","0.7555062174797058","0.7555062174797058","0.7555062174797058"
"38","0.5108795762062073","0.5108795762062073","0.5108795762062073","0.538972795009613","0.538972795009613","0.538972795009613","0.6437332034111023","0.6437332034111023","0.6437332034111023","0.7279545068740845","0.7279545068740845","0.7279545068740845","0.5247953534126282","0.5247953534126282","0.5247953534126282","0.6745519042015076","0.6745519042015076","0.6745519042015076","0.732768714427948","0.732768714427948","0.732768714427948","0.8753175139427185","0.8753175139427185","0.8753175139427185","0.5937482118606567","0.5937482118606567","0.5937482118606567","0.6981561183929443","0.6981561183929443","0.6981561183929443"
"39","0.496883749961853","0.496883749961853","0.496883749961853","0.6385574340820312","0.6385574340820312","0.6385574340820312","0.6217818260192871","0.6217818260192871","0.6217818260192871","0.6514742374420166","0.6514742374420166","0.6514742374420166","0.5104808807373047","0.5104808807373047","0.5104808807373047","0.6965416669845581","0.6965416669845581","0.6965416669845581","0.7258172035217285","0.7258172035217285","0.7258172035217285","0.7250674366950989","0.7250674366950989","0.7250674366950989","0.5821126699447632","0.5821126699447632","0.5821126699447632","0.7520710229873657","0.7520710229873657","0.7520710229873657"
"40","0.44954630732536316","0.44954630732536316","0.44954630732536316","0.6005924344062805","0.6005924344062805","0.6005924344062805","0.597734808921814","0.597734808921814","0.597734808921814","0.6568663716316223","0.6568663716316223","0.6568663716316223","0.5179271101951599","0.5179271101951599","0.5179271101951599","0.6970255970954895","0.6970255970954895","0.6970255970954895","0.7243651747703552","0.7243651747703552","0.7243651747703552","0.7674800753593445","0.7674800753593445","0.7674800753593445","0.564950168132782","0.564950168132782","0.564950168132782","0.6902623176574707","0.6902623176574707","0.6902623176574707"
"41","0.44414836168289185","0.44414836168289185","0.44414836168289185","0.5426679849624634","0.5426679849624634","0.5426679849624634","0.6087678670883179","0.6087678670883179","0.6087678670883179","0.6471316814422607","0.6471316814422607","0.6471316814422607","0.4923945367336273","0.4923945367336273","0.4923945367336273","0.6532612442970276","0.6532612442970276","0.6532612442970276","0.7256933450698853","0.7256933450698853","0.7256933450698853","0.7594294548034668","0.7594294548034668","0.7594294548034668","0.5307432413101196","0.5307432413101196","0.5307432413101196","0.7606892585754395","0.7606892585754395","0.7606892585754395"
