"Step","AK-Transformer-e=64-h=2-ff=128-D=0.1-Dense=128 - epoch/categorical_accuracy","AK-Transformer-e=64-h=2-ff=128-D=0.1-Dense=128 - epoch/categorical_accuracy__MIN","AK-Transformer-e=64-h=2-ff=128-D=0.1-Dense=128 - epoch/categorical_accuracy__MAX","AK-Transformer-e=64-h=2-ff=128-D=0.1-Dense=128 - epoch/val_categorical_accuracy","AK-Transformer-e=64-h=2-ff=128-D=0.1-Dense=128 - epoch/val_categorical_accuracy__MIN","AK-Transformer-e=64-h=2-ff=128-D=0.1-Dense=128 - epoch/val_categorical_accuracy__MAX","AK-GRU512-LR-Dense256-gelu-fs=36-cls=5 - epoch/categorical_accuracy","AK-GRU512-LR-Dense256-gelu-fs=36-cls=5 - epoch/categorical_accuracy__MIN","AK-GRU512-LR-Dense256-gelu-fs=36-cls=5 - epoch/categorical_accuracy__MAX","AK-GRU512-LR-Dense256-gelu-fs=36-cls=5 - epoch/val_categorical_accuracy","AK-GRU512-LR-Dense256-gelu-fs=36-cls=5 - epoch/val_categorical_accuracy__MIN","AK-GRU512-LR-Dense256-gelu-fs=36-cls=5 - epoch/val_categorical_accuracy__MAX","AK-BGRU16-LR-Dense256-gelu-fs=36-cls=5 - epoch/categorical_accuracy","AK-BGRU16-LR-Dense256-gelu-fs=36-cls=5 - epoch/categorical_accuracy__MIN","AK-BGRU16-LR-Dense256-gelu-fs=36-cls=5 - epoch/categorical_accuracy__MAX","AK-BGRU16-LR-Dense256-gelu-fs=36-cls=5 - epoch/val_categorical_accuracy","AK-BGRU16-LR-Dense256-gelu-fs=36-cls=5 - epoch/val_categorical_accuracy__MIN","AK-BGRU16-LR-Dense256-gelu-fs=36-cls=5 - epoch/val_categorical_accuracy__MAX","AK-LSTM64-LR-Dense256-fs=36-cls=5 - epoch/categorical_accuracy","AK-LSTM64-LR-Dense256-fs=36-cls=5 - epoch/categorical_accuracy__MIN","AK-LSTM64-LR-Dense256-fs=36-cls=5 - epoch/categorical_accuracy__MAX","AK-LSTM64-LR-Dense256-fs=36-cls=5 - epoch/val_categorical_accuracy","AK-LSTM64-LR-Dense256-fs=36-cls=5 - epoch/val_categorical_accuracy__MIN","AK-LSTM64-LR-Dense256-fs=36-cls=5 - epoch/val_categorical_accuracy__MAX","AK-BLSTM16-LR-Dense256-gelu-cls=3 - epoch/categorical_accuracy","AK-BLSTM16-LR-Dense256-gelu-cls=3 - epoch/categorical_accuracy__MIN","AK-BLSTM16-LR-Dense256-gelu-cls=3 - epoch/categorical_accuracy__MAX","AK-BLSTM16-LR-Dense256-gelu-cls=3 - epoch/val_categorical_accuracy","AK-BLSTM16-LR-Dense256-gelu-cls=3 - epoch/val_categorical_accuracy__MIN","AK-BLSTM16-LR-Dense256-gelu-cls=3 - epoch/val_categorical_accuracy__MAX"
"10","0.5600000023841858","0.5600000023841858","0.5600000023841858","0.6000000238418579","0.6000000238418579","0.6000000238418579","0.5568749904632568","0.5568749904632568","0.5568749904632568","0.5224999785423279","0.5224999785423279","0.5224999785423279","0.6312500238418579","0.6312500238418579","0.6312500238418579","0.6399999856948853","0.6399999856948853","0.6399999856948853","0.5249999761581421","0.5249999761581421","0.5249999761581421","0.48500001430511475","0.48500001430511475","0.48500001430511475","0.6081249713897705","0.6081249713897705","0.6081249713897705","0.574999988079071","0.574999988079071","0.574999988079071"
"11","0.590624988079071","0.590624988079071","0.590624988079071","0.5625","0.5625","0.5625","0.550000011920929","0.550000011920929","0.550000011920929","0.6225000023841858","0.6225000023841858","0.6225000023841858","0.6456249952316284","0.6456249952316284","0.6456249952316284","0.6675000190734863","0.6675000190734863","0.6675000190734863","0.5243750214576721","0.5243750214576721","0.5243750214576721","0.5425000190734863","0.5425000190734863","0.5425000190734863","0.6106250286102295","0.6106250286102295","0.6106250286102295","0.625","0.625","0.625"
"12","0.5731250047683716","0.5731250047683716","0.5731250047683716","0.5724999904632568","0.5724999904632568","0.5724999904632568","0.5743749737739563","0.5743749737739563","0.5743749737739563","0.6050000190734863","0.6050000190734863","0.6050000190734863","0.6662499904632568","0.6662499904632568","0.6662499904632568","0.6524999737739563","0.6524999737739563","0.6524999737739563","0.5631250143051147","0.5631250143051147","0.5631250143051147","0.5475000143051147","0.5475000143051147","0.5475000143051147","0.643750011920929","0.643750011920929","0.643750011920929","0.5950000286102295","0.5950000286102295","0.5950000286102295"
"13","0.6025000214576721","0.6025000214576721","0.6025000214576721","0.6499999761581421","0.6499999761581421","0.6499999761581421","0.5637500286102295","0.5637500286102295","0.5637500286102295","0.5450000166893005","0.5450000166893005","0.5450000166893005","0.6756250262260437","0.6756250262260437","0.6756250262260437","0.6800000071525574","0.6800000071525574","0.6800000071525574","0.5443750023841858","0.5443750023841858","0.5443750023841858","0.5525000095367432","0.5525000095367432","0.5525000095367432","0.6443750262260437","0.6443750262260437","0.6443750262260437","0.6449999809265137","0.6449999809265137","0.6449999809265137"
"14","0.6012499928474426","0.6012499928474426","0.6012499928474426","0.5774999856948853","0.5774999856948853","0.5774999856948853","0.5918750166893005","0.5918750166893005","0.5918750166893005","0.550000011920929","0.550000011920929","0.550000011920929","0.6743749976158142","0.6743749976158142","0.6743749976158142","0.6600000262260437","0.6600000262260437","0.6600000262260437","0.5568749904632568","0.5568749904632568","0.5568749904632568","0.5649999976158142","0.5649999976158142","0.5649999976158142","0.6725000143051147","0.6725000143051147","0.6725000143051147","0.625","0.625","0.625"
"15","0.625","0.625","0.625","0.6175000071525574","0.6175000071525574","0.6175000071525574","0.6237499713897705","0.6237499713897705","0.6237499713897705","0.6175000071525574","0.6175000071525574","0.6175000071525574","0.7099999785423279","0.7099999785423279","0.7099999785423279","0.6924999952316284","0.6924999952316284","0.6924999952316284","0.5849999785423279","0.5849999785423279","0.5849999785423279","0.48249998688697815","0.48249998688697815","0.48249998688697815","0.6631249785423279","0.6631249785423279","0.6631249785423279","0.6274999976158142","0.6274999976158142","0.6274999976158142"
"16","0.6693750023841858","0.6693750023841858","0.6693750023841858","0.6625000238418579","0.6625000238418579","0.6625000238418579","0.6081249713897705","0.6081249713897705","0.6081249713897705","0.6274999976158142","0.6274999976158142","0.6274999976158142","0.7037500143051147","0.7037500143051147","0.7037500143051147","0.6899999976158142","0.6899999976158142","0.6899999976158142","0.5975000262260437","0.5975000262260437","0.5975000262260437","0.5550000071525574","0.5550000071525574","0.5550000071525574","0.675000011920929","0.675000011920929","0.675000011920929","0.637499988079071","0.637499988079071","0.637499988079071"
"17","0.65625","0.65625","0.65625","0.6775000095367432","0.6775000095367432","0.6775000095367432","0.6337500214576721","0.6337500214576721","0.6337500214576721","0.6150000095367432","0.6150000095367432","0.6150000095367432","0.7087500095367432","0.7087500095367432","0.7087500095367432","0.6775000095367432","0.6775000095367432","0.6775000095367432","0.5837500095367432","0.5837500095367432","0.5837500095367432","0.6225000023841858","0.6225000023841858","0.6225000023841858","0.668749988079071","0.668749988079071","0.668749988079071","0.6424999833106995","0.6424999833106995","0.6424999833106995"
"18","0.6743749976158142","0.6743749976158142","0.6743749976158142","0.6549999713897705","0.6549999713897705","0.6549999713897705","0.6487500071525574","0.6487500071525574","0.6487500071525574","0.7099999785423279","0.7099999785423279","0.7099999785423279","0.7256249785423279","0.7256249785423279","0.7256249785423279","0.6725000143051147","0.6725000143051147","0.6725000143051147","0.6018750071525574","0.6018750071525574","0.6018750071525574","0.5975000262260437","0.5975000262260437","0.5975000262260437","0.6881250143051147","0.6881250143051147","0.6881250143051147","0.6524999737739563","0.6524999737739563","0.6524999737739563"
"19","0.668749988079071","0.668749988079071","0.668749988079071","0.6899999976158142","0.6899999976158142","0.6899999976158142","0.6612499952316284","0.6612499952316284","0.6612499952316284","0.6924999952316284","0.6924999952316284","0.6924999952316284","0.731249988079071","0.731249988079071","0.731249988079071","0.6825000047683716","0.6825000047683716","0.6825000047683716","0.6237499713897705","0.6237499713897705","0.6237499713897705","0.625","0.625","0.625","0.699999988079071","0.699999988079071","0.699999988079071","0.6949999928474426","0.6949999928474426","0.6949999928474426"
"20","0.6862499713897705","0.6862499713897705","0.6862499713897705","0.7250000238418579","0.7250000238418579","0.7250000238418579","0.6825000047683716","0.6825000047683716","0.6825000047683716","0.6200000047683716","0.6200000047683716","0.6200000047683716","0.7268750071525574","0.7268750071525574","0.7268750071525574","0.7049999833106995","0.7049999833106995","0.7049999833106995","0.6318749785423279","0.6318749785423279","0.6318749785423279","0.5950000286102295","0.5950000286102295","0.5950000286102295","0.7149999737739563","0.7149999737739563","0.7149999737739563","0.6825000047683716","0.6825000047683716","0.6825000047683716"
"21","0.6893749833106995","0.6893749833106995","0.6893749833106995","0.6875","0.6875","0.6875","0.6706249713897705","0.6706249713897705","0.6706249713897705","0.7099999785423279","0.7099999785423279","0.7099999785423279","0.7487499713897705","0.7487499713897705","0.7487499713897705","0.7099999785423279","0.7099999785423279","0.7099999785423279","0.6231250166893005","0.6231250166893005","0.6231250166893005","0.6349999904632568","0.6349999904632568","0.6349999904632568","0.7024999856948853","0.7024999856948853","0.7024999856948853","0.6899999976158142","0.6899999976158142","0.6899999976158142"
"22","0.7293750047683716","0.7293750047683716","0.7293750047683716","0.7450000047683716","0.7450000047683716","0.7450000047683716","0.6837499737739563","0.6837499737739563","0.6837499737739563","0.6800000071525574","0.6800000071525574","0.6800000071525574","0.7475000023841858","0.7475000023841858","0.7475000023841858","0.6825000047683716","0.6825000047683716","0.6825000047683716","0.6412500143051147","0.6412500143051147","0.6412500143051147","0.6100000143051147","0.6100000143051147","0.6100000143051147","0.7225000262260437","0.7225000262260437","0.7225000262260437","0.7174999713897705","0.7174999713897705","0.7174999713897705"
"23","0.7381250262260437","0.7381250262260437","0.7381250262260437","0.7350000143051147","0.7350000143051147","0.7350000143051147","0.6743749976158142","0.6743749976158142","0.6743749976158142","0.7275000214576721","0.7275000214576721","0.7275000214576721","0.7406250238418579","0.7406250238418579","0.7406250238418579","0.6775000095367432","0.6775000095367432","0.6775000095367432","0.6424999833106995","0.6424999833106995","0.6424999833106995","0.612500011920929","0.612500011920929","0.612500011920929","0.7206249833106995","0.7206249833106995","0.7206249833106995","0.7024999856948853","0.7024999856948853","0.7024999856948853"
"24","0.7212499976158142","0.7212499976158142","0.7212499976158142","0.7275000214576721","0.7275000214576721","0.7275000214576721","0.7006250023841858","0.7006250023841858","0.7006250023841858","0.7275000214576721","0.7275000214576721","0.7275000214576721","0.7618749737739563","0.7618749737739563","0.7618749737739563","0.7124999761581421","0.7124999761581421","0.7124999761581421","0.6518750190734863","0.6518750190734863","0.6518750190734863","0.6474999785423279","0.6474999785423279","0.6474999785423279","0.7293750047683716","0.7293750047683716","0.7293750047683716","0.699999988079071","0.699999988079071","0.699999988079071"
"25","0.7362499833106995","0.7362499833106995","0.7362499833106995","0.7074999809265137","0.7074999809265137","0.7074999809265137","0.6974999904632568","0.6974999904632568","0.6974999904632568","0.6924999952316284","0.6924999952316284","0.6924999952316284","0.7512500286102295","0.7512500286102295","0.7512500286102295","0.7325000166893005","0.7325000166893005","0.7325000166893005","0.6449999809265137","0.6449999809265137","0.6449999809265137","0.6150000095367432","0.6150000095367432","0.6150000095367432","0.7306249737739563","0.7306249737739563","0.7306249737739563","0.6850000023841858","0.6850000023841858","0.6850000023841858"
"26","0.7425000071525574","0.7425000071525574","0.7425000071525574","0.7350000143051147","0.7350000143051147","0.7350000143051147","0.6931250095367432","0.6931250095367432","0.6931250095367432","0.6449999809265137","0.6449999809265137","0.6449999809265137","0.7649999856948853","0.7649999856948853","0.7649999856948853","0.6899999976158142","0.6899999976158142","0.6899999976158142","0.6462500095367432","0.6462500095367432","0.6462500095367432","0.637499988079071","0.637499988079071","0.637499988079071","0.7574999928474426","0.7574999928474426","0.7574999928474426","0.7049999833106995","0.7049999833106995","0.7049999833106995"
"27","0.7612500190734863","0.7612500190734863","0.7612500190734863","0.7599999904632568","0.7599999904632568","0.7599999904632568","0.7056249976158142","0.7056249976158142","0.7056249976158142","0.6474999785423279","0.6474999785423279","0.6474999785423279","0.7681249976158142","0.7681249976158142","0.7681249976158142","0.7350000143051147","0.7350000143051147","0.7350000143051147","0.6412500143051147","0.6412500143051147","0.6412500143051147","0.6700000166893005","0.6700000166893005","0.6700000166893005","0.7450000047683716","0.7450000047683716","0.7450000047683716","0.6899999976158142","0.6899999976158142","0.6899999976158142"
"28","0.7562500238418579","0.7562500238418579","0.7562500238418579","0.7475000023841858","0.7475000023841858","0.7475000023841858","0.6887500286102295","0.6887500286102295","0.6887500286102295","0.7049999833106995","0.7049999833106995","0.7049999833106995","0.7662500143051147","0.7662500143051147","0.7662500143051147","0.7149999737739563","0.7149999737739563","0.7149999737739563","0.659375011920929","0.659375011920929","0.659375011920929","0.675000011920929","0.675000011920929","0.675000011920929","0.7393749952316284","0.7393749952316284","0.7393749952316284","0.6974999904632568","0.6974999904632568","0.6974999904632568"
"29","0.7649999856948853","0.7649999856948853","0.7649999856948853","0.7300000190734863","0.7300000190734863","0.7300000190734863","0.7250000238418579","0.7250000238418579","0.7250000238418579","0.7200000286102295","0.7200000286102295","0.7200000286102295","0.7706249952316284","0.7706249952316284","0.7706249952316284","0.7124999761581421","0.7124999761581421","0.7124999761581421","0.6537500023841858","0.6537500023841858","0.6537500023841858","0.6349999904632568","0.6349999904632568","0.6349999904632568","0.7412499785423279","0.7412499785423279","0.7412499785423279","0.7049999833106995","0.7049999833106995","0.7049999833106995"
"30","0.7581250071525574","0.7581250071525574","0.7581250071525574","0.737500011920929","0.737500011920929","0.737500011920929","0.7287499904632568","0.7287499904632568","0.7287499904632568","0.7275000214576721","0.7275000214576721","0.7275000214576721","0.7756249904632568","0.7756249904632568","0.7756249904632568","0.7300000190734863","0.7300000190734863","0.7300000190734863","0.6549999713897705","0.6549999713897705","0.6549999713897705","0.6875","0.6875","0.6875","0.7599999904632568","0.7599999904632568","0.7599999904632568","0.7350000143051147","0.7350000143051147","0.7350000143051147"
"31","0.7837499976158142","0.7837499976158142","0.7837499976158142","0.7649999856948853","0.7649999856948853","0.7649999856948853","0.7381250262260437","0.7381250262260437","0.7381250262260437","0.75","0.75","0.75","0.7856249809265137","0.7856249809265137","0.7856249809265137","0.7400000095367432","0.7400000095367432","0.7400000095367432","0.6606249809265137","0.6606249809265137","0.6606249809265137","0.625","0.625","0.625","0.7543749809265137","0.7543749809265137","0.7543749809265137","0.7225000262260437","0.7225000262260437","0.7225000262260437"
"32","0.7875000238418579","0.7875000238418579","0.7875000238418579","0.7124999761581421","0.7124999761581421","0.7124999761581421","0.7556250095367432","0.7556250095367432","0.7556250095367432","0.7599999904632568","0.7599999904632568","0.7599999904632568","0.7900000214576721","0.7900000214576721","0.7900000214576721","0.7425000071525574","0.7425000071525574","0.7425000071525574","0.640625","0.640625","0.640625","0.6700000166893005","0.6700000166893005","0.6700000166893005","0.7618749737739563","0.7618749737739563","0.7618749737739563","0.7174999713897705","0.7174999713897705","0.7174999713897705"
"33","0.8025000095367432","0.8025000095367432","0.8025000095367432","0.7450000047683716","0.7450000047683716","0.7450000047683716","0.7556250095367432","0.7556250095367432","0.7556250095367432","0.7475000023841858","0.7475000023841858","0.7475000023841858","0.7862499952316284","0.7862499952316284","0.7862499952316284","0.7275000214576721","0.7275000214576721","0.7275000214576721","0.6968749761581421","0.6968749761581421","0.6968749761581421","0.6200000047683716","0.6200000047683716","0.6200000047683716","0.7743750214576721","0.7743750214576721","0.7743750214576721","0.7275000214576721","0.7275000214576721","0.7275000214576721"
"34","0.7887499928474426","0.7887499928474426","0.7887499928474426","0.7674999833106995","0.7674999833106995","0.7674999833106995","0.7693750262260437","0.7693750262260437","0.7693750262260437","0.7749999761581421","0.7749999761581421","0.7749999761581421","0.8018749952316284","0.8018749952316284","0.8018749952316284","0.7549999952316284","0.7549999952316284","0.7549999952316284","0.6918749809265137","0.6918749809265137","0.6918749809265137","0.6825000047683716","0.6825000047683716","0.6825000047683716","0.7618749737739563","0.7618749737739563","0.7618749737739563","0.7149999737739563","0.7149999737739563","0.7149999737739563"
"35","0.7868750095367432","0.7868750095367432","0.7868750095367432","0.7649999856948853","0.7649999856948853","0.7649999856948853","0.7593749761581421","0.7593749761581421","0.7593749761581421","0.7549999952316284","0.7549999952316284","0.7549999952316284","0.7918750047683716","0.7918750047683716","0.7918750047683716","0.762499988079071","0.762499988079071","0.762499988079071","0.6875","0.6875","0.6875","0.6700000166893005","0.6700000166893005","0.6700000166893005","0.7712500095367432","0.7712500095367432","0.7712500095367432","0.7049999833106995","0.7049999833106995","0.7049999833106995"
"36","0.7881249785423279","0.7881249785423279","0.7881249785423279","0.7749999761581421","0.7749999761581421","0.7749999761581421","0.7793750166893005","0.7793750166893005","0.7793750166893005","0.7875000238418579","0.7875000238418579","0.7875000238418579","0.7975000143051147","0.7975000143051147","0.7975000143051147","0.7300000190734863","0.7300000190734863","0.7300000190734863","0.6875","0.6875","0.6875","0.6449999809265137","0.6449999809265137","0.6449999809265137","0.7868750095367432","0.7868750095367432","0.7868750095367432","0.7225000262260437","0.7225000262260437","0.7225000262260437"
"37","0.7931249737739563","0.7931249737739563","0.7931249737739563","0.762499988079071","0.762499988079071","0.762499988079071","0.7712500095367432","0.7712500095367432","0.7712500095367432","0.762499988079071","0.762499988079071","0.762499988079071","0.8081250190734863","0.8081250190734863","0.8081250190734863","0.7400000095367432","0.7400000095367432","0.7400000095367432","0.7056249976158142","0.7056249976158142","0.7056249976158142","0.7074999809265137","0.7074999809265137","0.7074999809265137","0.8031250238418579","0.8031250238418579","0.8031250238418579","0.7275000214576721","0.7275000214576721","0.7275000214576721"
"38","0.8050000071525574","0.8050000071525574","0.8050000071525574","0.7825000286102295","0.7825000286102295","0.7825000286102295","0.7768750190734863","0.7768750190734863","0.7768750190734863","0.7325000166893005","0.7325000166893005","0.7325000166893005","0.8100000023841858","0.8100000023841858","0.8100000023841858","0.737500011920929","0.737500011920929","0.737500011920929","0.7206249833106995","0.7206249833106995","0.7206249833106995","0.6474999785423279","0.6474999785423279","0.6474999785423279","0.7768750190734863","0.7768750190734863","0.7768750190734863","0.7149999737739563","0.7149999737739563","0.7149999737739563"
"39","0.8062499761581421","0.8062499761581421","0.8062499761581421","0.7749999761581421","0.7749999761581421","0.7749999761581421","0.784375011920929","0.784375011920929","0.784375011920929","0.7850000262260437","0.7850000262260437","0.7850000262260437","0.8137500286102295","0.8137500286102295","0.8137500286102295","0.7450000047683716","0.7450000047683716","0.7450000047683716","0.7149999737739563","0.7149999737739563","0.7149999737739563","0.7049999833106995","0.7049999833106995","0.7049999833106995","0.7706249952316284","0.7706249952316284","0.7706249952316284","0.7275000214576721","0.7275000214576721","0.7275000214576721"
"40","0.8231250047683716","0.8231250047683716","0.8231250047683716","0.7649999856948853","0.7649999856948853","0.7649999856948853","0.793749988079071","0.793749988079071","0.793749988079071","0.7674999833106995","0.7674999833106995","0.7674999833106995","0.8062499761581421","0.8062499761581421","0.8062499761581421","0.7350000143051147","0.7350000143051147","0.7350000143051147","0.7081249952316284","0.7081249952316284","0.7081249952316284","0.6974999904632568","0.6974999904632568","0.6974999904632568","0.7887499928474426","0.7887499928474426","0.7887499928474426","0.7350000143051147","0.7350000143051147","0.7350000143051147"
