"Name","epoch/val_categorical_accuracy (Max)","epoch/categorical_accuracy (Max)","State","Notes","User","Tags","Created","Runtime","Sweep","T_max","epochs","features","max_lr","min_lr","scheduler","train_size","unique_classes","val_size","video_length","epoch/categorical_crossentropy","epoch/epoch","epoch/learning_rate","epoch/loss","epoch/val_categorical_crossentropy","epoch/val_loss"
"AK-GRU256-LR-Dense256-gelu-cls=13","0.7013333439826965","0.846823513507843","finished","Model summary : 
<keras.src.engine.sequential.Sequential object at 0x7f63a2591c50>","mlewand","","2024-04-22T16:26:14.000Z","748","","101","200","all","0.0001","0.00005","cosineAnnealer","4250","13","750","15","","199","0.000025072540665860288","0.5314469337463379","","1.1381447315216064"
"AK-GRU128-LR-Dense256-gelu-cls=13","0.690666675567627","0.7842352986335754","finished","Model summary : 
<keras.src.engine.sequential.Sequential object at 0x7f63b0aae150>","mlewand","","2024-04-22T16:12:48.000Z","803","","101","200","all","0.0001","0.00005","cosineAnnealer","4250","13","750","15","","199","0.000025072540665860288","0.6925331354141235","","1.0809837579727173"
"AK-GRU64-LR-Dense256-gelu-cls=13","0.6746666431427002","0.7115294337272644","finished","Model summary : 
<keras.src.engine.sequential.Sequential object at 0x7f6994c00b10>","mlewand","","2024-04-22T15:59:32.000Z","793","","101","200","all","0.0001","0.00005","cosineAnnealer","4250","13","750","15","","199","0.000025072540665860288","0.8492687344551086","","0.9439719915390016"
"AK-GRU32-LR-Dense256-gelu-fs=15-cls=13","0.5120000243186951","0.5437647104263306","finished","Model summary : 
<keras.src.engine.sequential.Sequential object at 0x7f6b38261f90>","mlewand","","2024-04-22T15:47:43.000Z","707","","101","200","all","0.0001","0.00005","cosineAnnealer","4250","13","750","15","","199","0.000025072540665860288","1.2310508489608765","","1.3253228664398191"
"AK-GRU16-LR-Dense256-gelu-fs=15-cls=13","0.46666666865348816","0.48988234996795654","finished","Model summary : 
<keras.src.engine.sequential.Sequential object at 0x7f6a143c3e90>","mlewand","","2024-04-22T15:35:38.000Z","722","","101","200","all","0.0001","0.00005","cosineAnnealer","4250","13","750","15","","199","0.000025072540665860288","1.3702888488769531","","1.421299934387207"
"AK-LSTM256-LR-Dense128-gelu-fs=15-cls=13","0.6453333497047424","0.9675294160842896","finished","Model summary : 
<keras.src.engine.sequential.Sequential object at 0x7f6ae83f3dd0>","mlewand","","2024-04-22T15:23:59.000Z","696","","101","200","all","0.0001","0.00005","cosineAnnealer","4250","13","750","15","","199","0.000025072540665860288","0.2339135706424713","","1.7086496353149414"
"AK-LSTM256-LR-Dense128-gelu-fs=15-cls=13","0.6586666703224182","0.9367058873176576","finished","Model summary : 
<keras.src.engine.sequential.Sequential object at 0x7f6a3c59d190>","mlewand","","2024-04-22T15:12:49.000Z","668","","101","200","all","0.0001","0.00005","cosineAnnealer","4250","13","750","15","","199","0.000025072540665860288","0.32156622409820557","","1.4558875560760498"
"AK-LSTM128-LR-Dense256-fs=15-cls=13","0.6746666431427002","0.8150588274002075","finished","Model summary : 
<keras.src.engine.sequential.Sequential object at 0x7f6a686ad090>","mlewand","","2024-04-22T15:00:33.000Z","733","","101","200","all","0.0001","0.00005","cosineAnnealer","4250","13","750","15","","199","0.000025072540665860288","0.6191306114196777","","1.1147065162658691"
"AK-LSTM64-LR-Dense256-fs=15-cls=13","0.6639999747276306","0.7463529706001282","finished","Model summary : 
<keras.src.engine.sequential.Sequential object at 0x7f6a6868d090>","mlewand","","2024-04-22T14:47:50.000Z","761","","101","200","all","0.0001","0.00005","cosineAnnealer","4250","13","750","15","","199","0.000025072540665860288","0.7931079864501953","","1.0433192253112793"
"AK-LSTM32-LR-Dense256-fs=15-cls=13","0.5440000295639038","0.5927059054374695","finished","Model summary : 
<keras.src.engine.sequential.Sequential object at 0x7f6c5bf7b3d0>","mlewand","","2024-04-22T14:35:29.000Z","739","","101","200","all","0.0001","0.00005","cosineAnnealer","4250","13","750","15","","199","0.000025072540665860288","1.1416856050491333","","1.2552106380462646"
"AK-LSTM16-LR-Dense256-fs=15-cls=13","0.5253333449363708","0.5383529663085938","finished","Model summary : 
<keras.src.engine.sequential.Sequential object at 0x7f6c5bf61710>","mlewand","","2024-04-22T14:23:10.000Z","736","","101","200","all","0.0001","0.00005","cosineAnnealer","4250","13","750","15","","199","0.000025072540665860288","1.263803482055664","","1.3459681272506714"
"AK-BGRU256-LR-Dense256-gelu-cls=3","0.9200000166893004","0.9882352948188782","finished","Model summary : 
<keras.src.engine.sequential.Sequential object at 0x7f1f49e337d0>","mlewand","","2024-04-22T13:44:29.000Z","282","","101","200","all","0.0001","0.00005","cosineAnnealer","850","3","150","15","","199","0.000025072540665860288","0.13434998691082","","0.3774558901786804"
"AK-BGRU128-LR-Dense256-gelu-cls=3","0.9266666769981384","0.9788235425949096","finished","Model summary : 
<keras.src.engine.sequential.Sequential object at 0x7f1f481837d0>","mlewand","","2024-04-22T13:37:33.000Z","414","","101","200","all","0.0001","0.00005","cosineAnnealer","850","3","150","15","","199","0.000025072540665860288","0.1541027873754501","","0.4537083506584167"
