"Step","AK-Transformer-e=64-h=2-ff=128-D=0.1-Dense=128 - epoch/categorical_accuracy","AK-Transformer-e=64-h=2-ff=128-D=0.1-Dense=128 - epoch/categorical_accuracy__MIN","AK-Transformer-e=64-h=2-ff=128-D=0.1-Dense=128 - epoch/categorical_accuracy__MAX","AK-Transformer-e=64-h=2-ff=128-D=0.1-Dense=128 - epoch/val_categorical_accuracy","AK-Transformer-e=64-h=2-ff=128-D=0.1-Dense=128 - epoch/val_categorical_accuracy__MIN","AK-Transformer-e=64-h=2-ff=128-D=0.1-Dense=128 - epoch/val_categorical_accuracy__MAX","AK-GRU128-LR-Dense256-gelu-cls=5 - epoch/categorical_accuracy","AK-GRU128-LR-Dense256-gelu-cls=5 - epoch/categorical_accuracy__MIN","AK-GRU128-LR-Dense256-gelu-cls=5 - epoch/categorical_accuracy__MAX","AK-GRU128-LR-Dense256-gelu-cls=5 - epoch/val_categorical_accuracy","AK-GRU128-LR-Dense256-gelu-cls=5 - epoch/val_categorical_accuracy__MIN","AK-GRU128-LR-Dense256-gelu-cls=5 - epoch/val_categorical_accuracy__MAX","AK-LSTM128-LR-Dense256-fs=36-cls=5 - epoch/categorical_accuracy","AK-LSTM128-LR-Dense256-fs=36-cls=5 - epoch/categorical_accuracy__MIN","AK-LSTM128-LR-Dense256-fs=36-cls=5 - epoch/categorical_accuracy__MAX","AK-LSTM128-LR-Dense256-fs=36-cls=5 - epoch/val_categorical_accuracy","AK-LSTM128-LR-Dense256-fs=36-cls=5 - epoch/val_categorical_accuracy__MIN","AK-LSTM128-LR-Dense256-fs=36-cls=5 - epoch/val_categorical_accuracy__MAX","AK-BLSTM16-LR-Dense256-gelu-cls=3 - epoch/categorical_accuracy","AK-BLSTM16-LR-Dense256-gelu-cls=3 - epoch/categorical_accuracy__MIN","AK-BLSTM16-LR-Dense256-gelu-cls=3 - epoch/categorical_accuracy__MAX","AK-BLSTM16-LR-Dense256-gelu-cls=3 - epoch/val_categorical_accuracy","AK-BLSTM16-LR-Dense256-gelu-cls=3 - epoch/val_categorical_accuracy__MIN","AK-BLSTM16-LR-Dense256-gelu-cls=3 - epoch/val_categorical_accuracy__MAX","AK-BGRU64-LR-Dense256-gelu-cls=5 - epoch/categorical_accuracy","AK-BGRU64-LR-Dense256-gelu-cls=5 - epoch/categorical_accuracy__MIN","AK-BGRU64-LR-Dense256-gelu-cls=5 - epoch/categorical_accuracy__MAX","AK-BGRU64-LR-Dense256-gelu-cls=5 - epoch/val_categorical_accuracy","AK-BGRU64-LR-Dense256-gelu-cls=5 - epoch/val_categorical_accuracy__MIN","AK-BGRU64-LR-Dense256-gelu-cls=5 - epoch/val_categorical_accuracy__MAX"
"10","0.5600000023841858","0.5600000023841858","0.5600000023841858","0.6000000238418579","0.6000000238418579","0.6000000238418579","0.45176470279693604","0.45176470279693604","0.45176470279693604","0.5199999809265137","0.5199999809265137","0.5199999809265137","0.548235297203064","0.548235297203064","0.548235297203064","0.5600000023841858","0.5600000023841858","0.5600000023841858","0.6081249713897705","0.6081249713897705","0.6081249713897705","0.574999988079071","0.574999988079071","0.574999988079071","0.729411780834198","0.729411780834198","0.729411780834198","0.6766666769981384","0.6766666769981384","0.6766666769981384"
"11","0.590624988079071","0.590624988079071","0.590624988079071","0.5625","0.5625","0.5625","0.47117647528648376","0.47117647528648376","0.47117647528648376","0.4033333361148834","0.4033333361148834","0.4033333361148834","0.567058801651001","0.567058801651001","0.567058801651001","0.5366666913032532","0.5366666913032532","0.5366666913032532","0.6106250286102295","0.6106250286102295","0.6106250286102295","0.625","0.625","0.625","0.7247058749198914","0.7247058749198914","0.7247058749198914","0.6866666674613953","0.6866666674613953","0.6866666674613953"
"12","0.5731250047683716","0.5731250047683716","0.5731250047683716","0.5724999904632568","0.5724999904632568","0.5724999904632568","0.4947058856487274","0.4947058856487274","0.4947058856487274","0.47999998927116394","0.47999998927116394","0.47999998927116394","0.5770588517189026","0.5770588517189026","0.5770588517189026","0.550000011920929","0.550000011920929","0.550000011920929","0.643750011920929","0.643750011920929","0.643750011920929","0.5950000286102295","0.5950000286102295","0.5950000286102295","0.7452940940856934","0.7452940940856934","0.7452940940856934","0.6600000262260437","0.6600000262260437","0.6600000262260437"
"13","0.6025000214576721","0.6025000214576721","0.6025000214576721","0.6499999761581421","0.6499999761581421","0.6499999761581421","0.524117648601532","0.524117648601532","0.524117648601532","0.4933333396911621","0.4933333396911621","0.4933333396911621","0.6005882620811462","0.6005882620811462","0.6005882620811462","0.6066666841506958","0.6066666841506958","0.6066666841506958","0.6443750262260437","0.6443750262260437","0.6443750262260437","0.6449999809265137","0.6449999809265137","0.6449999809265137","0.7511764764785767","0.7511764764785767","0.7511764764785767","0.6733333468437195","0.6733333468437195","0.6733333468437195"
"14","0.6012499928474426","0.6012499928474426","0.6012499928474426","0.5774999856948853","0.5774999856948853","0.5774999856948853","0.5388235449790955","0.5388235449790955","0.5388235449790955","0.5233333110809326","0.5233333110809326","0.5233333110809326","0.6041176319122314","0.6041176319122314","0.6041176319122314","0.6000000238418579","0.6000000238418579","0.6000000238418579","0.6725000143051147","0.6725000143051147","0.6725000143051147","0.625","0.625","0.625","0.768823504447937","0.768823504447937","0.768823504447937","0.70333331823349","0.70333331823349","0.70333331823349"
"15","0.625","0.625","0.625","0.6175000071525574","0.6175000071525574","0.6175000071525574","0.5494117736816406","0.5494117736816406","0.5494117736816406","0.5133333206176758","0.5133333206176758","0.5133333206176758","0.6217647194862366","0.6217647194862366","0.6217647194862366","0.653333306312561","0.653333306312561","0.653333306312561","0.6631249785423279","0.6631249785423279","0.6631249785423279","0.6274999976158142","0.6274999976158142","0.6274999976158142","0.7576470375061035","0.7576470375061035","0.7576470375061035","0.6600000262260437","0.6600000262260437","0.6600000262260437"
"16","0.6693750023841858","0.6693750023841858","0.6693750023841858","0.6625000238418579","0.6625000238418579","0.6625000238418579","0.5529412031173706","0.5529412031173706","0.5529412031173706","0.4333333373069763","0.4333333373069763","0.4333333373069763","0.6223529577255249","0.6223529577255249","0.6223529577255249","0.6266666650772095","0.6266666650772095","0.6266666650772095","0.675000011920929","0.675000011920929","0.675000011920929","0.637499988079071","0.637499988079071","0.637499988079071","0.7847058773040771","0.7847058773040771","0.7847058773040771","0.6966666579246521","0.6966666579246521","0.6966666579246521"
"17","0.65625","0.65625","0.65625","0.6775000095367432","0.6775000095367432","0.6775000095367432","0.5635294318199158","0.5635294318199158","0.5635294318199158","0.5066666603088379","0.5066666603088379","0.5066666603088379","0.6447058916091919","0.6447058916091919","0.6447058916091919","0.6066666841506958","0.6066666841506958","0.6066666841506958","0.668749988079071","0.668749988079071","0.668749988079071","0.6424999833106995","0.6424999833106995","0.6424999833106995","0.7876470685005188","0.7876470685005188","0.7876470685005188","0.6966666579246521","0.6966666579246521","0.6966666579246521"
"18","0.6743749976158142","0.6743749976158142","0.6743749976158142","0.6549999713897705","0.6549999713897705","0.6549999713897705","0.5835294127464294","0.5835294127464294","0.5835294127464294","0.596666693687439","0.596666693687439","0.596666693687439","0.6482353210449219","0.6482353210449219","0.6482353210449219","0.6033333539962769","0.6033333539962769","0.6033333539962769","0.6881250143051147","0.6881250143051147","0.6881250143051147","0.6524999737739563","0.6524999737739563","0.6524999737739563","0.7970588207244873","0.7970588207244873","0.7970588207244873","0.7233333587646484","0.7233333587646484","0.7233333587646484"
"19","0.668749988079071","0.668749988079071","0.668749988079071","0.6899999976158142","0.6899999976158142","0.6899999976158142","0.5994117856025696","0.5994117856025696","0.5994117856025696","0.6033333539962769","0.6033333539962769","0.6033333539962769","0.6488234996795654","0.6488234996795654","0.6488234996795654","0.6466666460037231","0.6466666460037231","0.6466666460037231","0.699999988079071","0.699999988079071","0.699999988079071","0.6949999928474426","0.6949999928474426","0.6949999928474426","0.796470582485199","0.796470582485199","0.796470582485199","0.7366666793823242","0.7366666793823242","0.7366666793823242"
"20","0.6862499713897705","0.6862499713897705","0.6862499713897705","0.7250000238418579","0.7250000238418579","0.7250000238418579","0.6170588135719299","0.6170588135719299","0.6170588135719299","0.6299999952316284","0.6299999952316284","0.6299999952316284","0.6635293960571289","0.6635293960571289","0.6635293960571289","0.6633333563804626","0.6633333563804626","0.6633333563804626","0.7149999737739563","0.7149999737739563","0.7149999737739563","0.6825000047683716","0.6825000047683716","0.6825000047683716","0.8105882406234741","0.8105882406234741","0.8105882406234741","0.7233333587646484","0.7233333587646484","0.7233333587646484"
"21","0.6893749833106995","0.6893749833106995","0.6893749833106995","0.6875","0.6875","0.6875","0.6217647194862366","0.6217647194862366","0.6217647194862366","0.6166666746139526","0.6166666746139526","0.6166666746139526","0.6700000166893005","0.6700000166893005","0.6700000166893005","0.6333333253860474","0.6333333253860474","0.6333333253860474","0.7024999856948853","0.7024999856948853","0.7024999856948853","0.6899999976158142","0.6899999976158142","0.6899999976158142","0.8199999928474426","0.8199999928474426","0.8199999928474426","0.7333333492279053","0.7333333492279053","0.7333333492279053"
"22","0.7293750047683716","0.7293750047683716","0.7293750047683716","0.7450000047683716","0.7450000047683716","0.7450000047683716","0.6288235187530518","0.6288235187530518","0.6288235187530518","0.6466666460037231","0.6466666460037231","0.6466666460037231","0.6858823299407959","0.6858823299407959","0.6858823299407959","0.6966666579246521","0.6966666579246521","0.6966666579246521","0.7225000262260437","0.7225000262260437","0.7225000262260437","0.7174999713897705","0.7174999713897705","0.7174999713897705","0.8376470804214478","0.8376470804214478","0.8376470804214478","0.7566666603088379","0.7566666603088379","0.7566666603088379"
"23","0.7381250262260437","0.7381250262260437","0.7381250262260437","0.7350000143051147","0.7350000143051147","0.7350000143051147","0.5994117856025696","0.5994117856025696","0.5994117856025696","0.6133333444595337","0.6133333444595337","0.6133333444595337","0.6752941012382507","0.6752941012382507","0.6752941012382507","0.70333331823349","0.70333331823349","0.70333331823349","0.7206249833106995","0.7206249833106995","0.7206249833106995","0.7024999856948853","0.7024999856948853","0.7024999856948853","0.8311764597892761","0.8311764597892761","0.8311764597892761","0.7300000190734863","0.7300000190734863","0.7300000190734863"
"24","0.7212499976158142","0.7212499976158142","0.7212499976158142","0.7275000214576721","0.7275000214576721","0.7275000214576721","0.6664705872535706","0.6664705872535706","0.6664705872535706","0.6333333253860474","0.6333333253860474","0.6333333253860474","0.7088235020637512","0.7088235020637512","0.7088235020637512","0.6333333253860474","0.6333333253860474","0.6333333253860474","0.7293750047683716","0.7293750047683716","0.7293750047683716","0.699999988079071","0.699999988079071","0.699999988079071","0.841176450252533","0.841176450252533","0.841176450252533","0.7200000286102295","0.7200000286102295","0.7200000286102295"
"25","0.7362499833106995","0.7362499833106995","0.7362499833106995","0.7074999809265137","0.7074999809265137","0.7074999809265137","0.660588264465332","0.660588264465332","0.660588264465332","0.6433333158493042","0.6433333158493042","0.6433333158493042","0.6858823299407959","0.6858823299407959","0.6858823299407959","0.6766666769981384","0.6766666769981384","0.6766666769981384","0.7306249737739563","0.7306249737739563","0.7306249737739563","0.6850000023841858","0.6850000023841858","0.6850000023841858","0.8423529267311096","0.8423529267311096","0.8423529267311096","0.7233333587646484","0.7233333587646484","0.7233333587646484"
"26","0.7425000071525574","0.7425000071525574","0.7425000071525574","0.7350000143051147","0.7350000143051147","0.7350000143051147","0.6664705872535706","0.6664705872535706","0.6664705872535706","0.5933333039283752","0.5933333039283752","0.5933333039283752","0.682941198348999","0.682941198348999","0.682941198348999","0.6899999976158142","0.6899999976158142","0.6899999976158142","0.7574999928474426","0.7574999928474426","0.7574999928474426","0.7049999833106995","0.7049999833106995","0.7049999833106995","0.8376470804214478","0.8376470804214478","0.8376470804214478","0.7066666483879089","0.7066666483879089","0.7066666483879089"
"27","0.7612500190734863","0.7612500190734863","0.7612500190734863","0.7599999904632568","0.7599999904632568","0.7599999904632568","0.6682353019714355","0.6682353019714355","0.6682353019714355","0.653333306312561","0.653333306312561","0.653333306312561","0.7011764645576477","0.7011764645576477","0.7011764645576477","0.7200000286102295","0.7200000286102295","0.7200000286102295","0.7450000047683716","0.7450000047683716","0.7450000047683716","0.6899999976158142","0.6899999976158142","0.6899999976158142","0.8458823561668396","0.8458823561668396","0.8458823561668396","0.7233333587646484","0.7233333587646484","0.7233333587646484"
"28","0.7562500238418579","0.7562500238418579","0.7562500238418579","0.7475000023841858","0.7475000023841858","0.7475000023841858","0.6729411482810974","0.6729411482810974","0.6729411482810974","0.6399999856948853","0.6399999856948853","0.6399999856948853","0.7152941226959229","0.7152941226959229","0.7152941226959229","0.6966666579246521","0.6966666579246521","0.6966666579246521","0.7393749952316284","0.7393749952316284","0.7393749952316284","0.6974999904632568","0.6974999904632568","0.6974999904632568","0.8282352685928345","0.8282352685928345","0.8282352685928345","0.7099999785423279","0.7099999785423279","0.7099999785423279"
"29","0.7649999856948853","0.7649999856948853","0.7649999856948853","0.7300000190734863","0.7300000190734863","0.7300000190734863","0.6629411578178406","0.6629411578178406","0.6629411578178406","0.6600000262260437","0.6600000262260437","0.6600000262260437","0.7135294079780579","0.7135294079780579","0.7135294079780579","0.7233333587646484","0.7233333587646484","0.7233333587646484","0.7412499785423279","0.7412499785423279","0.7412499785423279","0.7049999833106995","0.7049999833106995","0.7049999833106995","0.8247058987617493","0.8247058987617493","0.8247058987617493","0.746666669845581","0.746666669845581","0.746666669845581"
"30","0.7581250071525574","0.7581250071525574","0.7581250071525574","0.737500011920929","0.737500011920929","0.737500011920929","0.6923529505729675","0.6923529505729675","0.6923529505729675","0.6766666769981384","0.6766666769981384","0.6766666769981384","0.7141176462173462","0.7141176462173462","0.7141176462173462","0.6700000166893005","0.6700000166893005","0.6700000166893005","0.7599999904632568","0.7599999904632568","0.7599999904632568","0.7350000143051147","0.7350000143051147","0.7350000143051147","0.8647058606147766","0.8647058606147766","0.8647058606147766","0.75","0.75","0.75"
"31","0.7837499976158142","0.7837499976158142","0.7837499976158142","0.7649999856948853","0.7649999856948853","0.7649999856948853","0.699999988079071","0.699999988079071","0.699999988079071","0.6766666769981384","0.6766666769981384","0.6766666769981384","0.7170588374137878","0.7170588374137878","0.7170588374137878","0.753333330154419","0.753333330154419","0.753333330154419","0.7543749809265137","0.7543749809265137","0.7543749809265137","0.7225000262260437","0.7225000262260437","0.7225000262260437","0.8529411554336548","0.8529411554336548","0.8529411554336548","0.6899999976158142","0.6899999976158142","0.6899999976158142"
"32","0.7875000238418579","0.7875000238418579","0.7875000238418579","0.7124999761581421","0.7124999761581421","0.7124999761581421","0.6958823800086975","0.6958823800086975","0.6958823800086975","0.6666666865348816","0.6666666865348816","0.6666666865348816","0.7182353138923645","0.7182353138923645","0.7182353138923645","0.7366666793823242","0.7366666793823242","0.7366666793823242","0.7618749737739563","0.7618749737739563","0.7618749737739563","0.7174999713897705","0.7174999713897705","0.7174999713897705","0.8582352995872498","0.8582352995872498","0.8582352995872498","0.7099999785423279","0.7099999785423279","0.7099999785423279"
"33","0.8025000095367432","0.8025000095367432","0.8025000095367432","0.7450000047683716","0.7450000047683716","0.7450000047683716","0.7082353234291077","0.7082353234291077","0.7082353234291077","0.6766666769981384","0.6766666769981384","0.6766666769981384","0.7435294389724731","0.7435294389724731","0.7435294389724731","0.7133333086967468","0.7133333086967468","0.7133333086967468","0.7743750214576721","0.7743750214576721","0.7743750214576721","0.7275000214576721","0.7275000214576721","0.7275000214576721","0.8617647290229797","0.8617647290229797","0.8617647290229797","0.7133333086967468","0.7133333086967468","0.7133333086967468"
"34","0.7887499928474426","0.7887499928474426","0.7887499928474426","0.7674999833106995","0.7674999833106995","0.7674999833106995","0.703529417514801","0.703529417514801","0.703529417514801","0.6633333563804626","0.6633333563804626","0.6633333563804626","0.7470588088035583","0.7470588088035583","0.7470588088035583","0.6566666960716248","0.6566666960716248","0.6566666960716248","0.7618749737739563","0.7618749737739563","0.7618749737739563","0.7149999737739563","0.7149999737739563","0.7149999737739563","0.8552941083908081","0.8552941083908081","0.8552941083908081","0.70333331823349","0.70333331823349","0.70333331823349"
"35","0.7868750095367432","0.7868750095367432","0.7868750095367432","0.7649999856948853","0.7649999856948853","0.7649999856948853","0.7135294079780579","0.7135294079780579","0.7135294079780579","0.653333306312561","0.653333306312561","0.653333306312561","0.7317647337913513","0.7317647337913513","0.7317647337913513","0.6700000166893005","0.6700000166893005","0.6700000166893005","0.7712500095367432","0.7712500095367432","0.7712500095367432","0.7049999833106995","0.7049999833106995","0.7049999833106995","0.8864706158638","0.8864706158638","0.8864706158638","0.7433333396911621","0.7433333396911621","0.7433333396911621"
"36","0.7881249785423279","0.7881249785423279","0.7881249785423279","0.7749999761581421","0.7749999761581421","0.7749999761581421","0.7135294079780579","0.7135294079780579","0.7135294079780579","0.6600000262260437","0.6600000262260437","0.6600000262260437","0.7488235235214233","0.7488235235214233","0.7488235235214233","0.7066666483879089","0.7066666483879089","0.7066666483879089","0.7868750095367432","0.7868750095367432","0.7868750095367432","0.7225000262260437","0.7225000262260437","0.7225000262260437","0.8764705657958984","0.8764705657958984","0.8764705657958984","0.7400000095367432","0.7400000095367432","0.7400000095367432"
"37","0.7931249737739563","0.7931249737739563","0.7931249737739563","0.762499988079071","0.762499988079071","0.762499988079071","0.7217646837234497","0.7217646837234497","0.7217646837234497","0.6499999761581421","0.6499999761581421","0.6499999761581421","0.7441176176071167","0.7441176176071167","0.7441176176071167","0.753333330154419","0.753333330154419","0.753333330154419","0.8031250238418579","0.8031250238418579","0.8031250238418579","0.7275000214576721","0.7275000214576721","0.7275000214576721","0.8894117474555969","0.8894117474555969","0.8894117474555969","0.7166666388511658","0.7166666388511658","0.7166666388511658"
"38","0.8050000071525574","0.8050000071525574","0.8050000071525574","0.7825000286102295","0.7825000286102295","0.7825000286102295","0.7270588278770447","0.7270588278770447","0.7270588278770447","0.6433333158493042","0.6433333158493042","0.6433333158493042","0.7441176176071167","0.7441176176071167","0.7441176176071167","0.6899999976158142","0.6899999976158142","0.6899999976158142","0.7768750190734863","0.7768750190734863","0.7768750190734863","0.7149999737739563","0.7149999737739563","0.7149999737739563","0.8888235092163086","0.8888235092163086","0.8888235092163086","0.7133333086967468","0.7133333086967468","0.7133333086967468"
"39","0.8062499761581421","0.8062499761581421","0.8062499761581421","0.7749999761581421","0.7749999761581421","0.7749999761581421","0.724117636680603","0.724117636680603","0.724117636680603","0.6499999761581421","0.6499999761581421","0.6499999761581421","0.7376470565795898","0.7376470565795898","0.7376470565795898","0.7200000286102295","0.7200000286102295","0.7200000286102295","0.7706249952316284","0.7706249952316284","0.7706249952316284","0.7275000214576721","0.7275000214576721","0.7275000214576721","0.8894117474555969","0.8894117474555969","0.8894117474555969","0.7333333492279053","0.7333333492279053","0.7333333492279053"
"40","0.8231250047683716","0.8231250047683716","0.8231250047683716","0.7649999856948853","0.7649999856948853","0.7649999856948853","0.7147058844566345","0.7147058844566345","0.7147058844566345","0.6600000262260437","0.6600000262260437","0.6600000262260437","0.7635294198989868","0.7635294198989868","0.7635294198989868","0.7099999785423279","0.7099999785423279","0.7099999785423279","0.7887499928474426","0.7887499928474426","0.7887499928474426","0.7350000143051147","0.7350000143051147","0.7350000143051147","0.8876470327377319","0.8876470327377319","0.8876470327377319","0.7400000095367432","0.7400000095367432","0.7400000095367432"
"41","0.824999988079071","0.824999988079071","0.824999988079071","0.8050000071525574","0.8050000071525574","0.8050000071525574","0.7352941036224365","0.7352941036224365","0.7352941036224365","0.6433333158493042","0.6433333158493042","0.6433333158493042","0.755294144153595","0.755294144153595","0.755294144153595","0.6600000262260437","0.6600000262260437","0.6600000262260437","0.7931249737739563","0.7931249737739563","0.7931249737739563","0.7174999713897705","0.7174999713897705","0.7174999713897705","0.8935294151306152","0.8935294151306152","0.8935294151306152","0.7133333086967468","0.7133333086967468","0.7133333086967468"
